Id,SalePrice
1461,125086.8699807241
1462,150909.87056631112
1463,181106.38790108118
1464,187137.90146424598
1465,194674.4630378877
1466,184026.77414708008
1467,170583.9577518618
1468,177482.57631514213
1469,181560.8408248966
1470,128438.84056625528
1471,201530.98348284216
1472,101104.7280979805
1473,104375.53805172358
1474,153507.71474783195
1475,126034.77068067294
1476,342520.50030232046
1477,249417.2357881463
1478,302593.77224849246
1479,295920.9385860872
1480,391408.66610326356
1481,306723.0236844799
1482,206759.18601267436
1483,187349.59889827756
1484,177773.35940214637
1485,178744.85159305204
1486,200279.15726201207
1487,302224.879899667
1488,239714.85739921857
1489,198902.36539168996
1490,215650.99444085275
1491,197749.09638612598
1492,103141.78317151456
1493,179782.01583960943
1494,288409.2471936862
1495,280675.40161921794
1496,228692.66356066812
1497,183484.79358630764
1498,161923.37533509286
1499,160751.04488653806
1500,162669.2817617153
1501,169469.35315682067
1502,164213.15195927827
1503,261032.43775483445
1504,220023.90009071745
1505,217154.16547310745
1506,181653.99864509518
1507,233900.8562176916
1508,191779.98650969224
1509,156648.00079556849
1510,147042.1050119706
1511,149434.54050850595
1512,170846.60143384524
1513,151024.9191732883
1514,150283.56852246085
1515,183406.17302009618
1516,153831.95727187252
1517,148775.0229038481
1518,143640.0138159826
1519,220799.06463786663
1520,138258.0779265166
1521,140718.9428100561
1522,161704.8662443305
1523,120371.83072140781
1524,120241.19976979386
1525,126540.98377416184
1526,127197.88722151122
1527,111728.35030012387
1528,125847.87474985825
1529,140337.46826973988
1530,165967.37074695877
1531,130878.77594583396
1532,103920.87422072908
1533,140354.83719000645
1534,119794.09629140071
1535,149027.32102646425
1536,121456.64936110035
1537,101331.82821678695
1538,144520.14435690836
1539,180634.05926905878
1540,126080.38725680432
1541,139867.36611307197
1542,136722.86491250663
1543,172359.82989505224
1544,89999.47423472701
1545,107909.10294506857
1546,122584.86140413112
1547,134018.82477616819
1548,125523.17677327606
1549,115249.11749345479
1550,139125.90528071625
1551,121766.28396230553
1552,148832.94622944586
1553,133429.04262875844
1554,116056.22295052336
1555,165734.13568330448
1556,99881.08951024046
1557,121294.33842402231
1558,103092.77999212353
1559,115480.77737069922
1560,139813.13088975748
1561,144429.11237571397
1562,128022.09262444767
1563,122663.26403538186
1564,163391.6799034382
1565,154520.46802407742
1566,205658.95301424773
1567,95142.35639932149
1568,215304.3545750059
1569,152837.4550031797
1570,138438.35146974004
1571,128551.87773606145
1572,142744.31067873663
1573,228072.86417115765
1574,134845.49741646298
1575,202624.99914047934
1576,224700.674177785
1577,195519.823519609
1578,147882.2566194911
1579,144604.32430328624
1580,192492.74683369265
1581,136018.86022638046
1582,126619.61510683515
1583,313223.1571022994
1584,236833.8315172948
1585,147385.87805901805
1586,90742.68347797713
1587,111772.61708954182
1588,141380.36117883562
1589,109900.14953404498
1590,132810.0429187083
1591,103051.98591831308
1592,132214.41927903323
1593,120143.9726590459
1594,125772.01108668385
1595,132001.72979544965
1596,203554.31403410333
1597,169973.4921081092
1598,179172.17596814575
1599,161101.00076547873
1600,176132.458985577
1601,88401.27741437935
1602,116328.66156181927
1603,103465.34356257155
1604,268863.0098505288
1605,237070.69297082606
1606,162873.07365851372
1607,165958.87058544753
1608,212150.90991172782
1609,191613.17457413083
1610,162294.54002219593
1611,150862.69874987588
1612,189043.5612962087
1613,179634.9927346133
1614,121959.42812489725
1615,94985.4671793222
1616,91921.0024996092
1617,97970.68464143996
1618,123257.3211462386
1619,135503.77113668056
1620,177468.29798206344
1621,139905.3802295128
1622,145160.06079805797
1623,259337.60470910592
1624,217417.00238326658
1625,127460.05898785821
1626,168123.88951024011
1627,187059.6978544502
1628,263975.4012687225
1629,173362.19744727632
1630,293717.0224527425
1631,193862.3458282123
1632,228491.7646416337
1633,170815.44251029287
1634,187982.02586723803
1635,181898.345986441
1636,168668.26541264242
1637,184927.88478368268
1638,194424.41216551978
1639,186921.96052299332
1640,226268.51527809293
1641,179238.0685346788
1642,216329.50817471097
1643,218425.78666860412
1644,215556.91797237494
1645,187184.78689983176
1646,156912.09771809704
1647,160808.05055651435
1648,142218.42150227205
1649,136875.58476682377
1650,122937.17736999884
1651,122490.69788189243
1652,100757.53921611144
1653,100623.19073413145
1654,154887.55526317452
1655,147736.91752564954
1656,150524.6838888076
1657,154485.35491206445
1658,155296.58789256582
1659,127111.16440026968
1660,152459.91629803999
1661,386935.77896593924
1662,319834.1189100463
1663,357983.7209081341
1664,387529.94070815213
1665,307862.5734722176
1666,314622.610984105
1667,323719.17497644754
1668,320400.3308123513
1669,279559.0598939588
1670,327575.70585628424
1671,265948.8464906892
1672,379108.9757002677
1673,287212.2797407129
1674,246963.6696372301
1675,197555.36486040993
1676,197542.48502499494
1677,207520.77504813648
1678,378081.5358655047
1679,367878.9735952842
1680,300983.20260174695
1681,238338.80332980142
1682,302733.5685098163
1683,195748.16049862208
1684,185868.8717921729
1685,182072.1136662764
1686,184288.9191194246
1687,175405.44509612428
1688,196273.39421972225
1689,195380.44707731268
1690,191374.0531063575
1691,184084.60397643488
1692,242274.21201593606
1693,173183.29773125667
1694,181558.77833113985
1695,170533.21093652453
1696,263303.4113222957
1697,167843.6146717322
1698,317702.6748990141
1699,311165.9869222196
1700,240362.46736062795
1701,257855.1803220144
1702,254568.99803083012
1703,256463.23438924926
1704,281027.28992468293
1705,230631.87250979466
1706,362532.40812454687
1707,210205.78799099632
1708,205272.25520008628
1709,258409.6240023059
1710,221153.17044831775
1711,250179.34212249971
1712,263660.039952595
1713,264783.2528455488
1714,216206.3765186045
1715,196934.21410014378
1716,175373.31087209127
1717,162981.75754746766
1718,130288.58359175999
1719,203353.18915744856
1720,239276.26923408662
1721,161019.99745835154
1722,125725.8135648603
1723,155982.47256538432
1724,213220.8447733044
1725,228171.1159288433
1726,190616.0269368285
1727,181121.02357159482
1728,189283.7101847321
1729,161874.3829095412
1730,150436.43911235232
1731,125497.88643544875
1732,129014.73864758863
1733,126242.54893401632
1734,129909.18641878881
1735,131741.34028469087
1736,123988.84761876063
1737,266365.80771600216
1738,210731.1728653906
1739,249628.46936224255
1740,224741.69743889716
1741,184957.58028309743
1742,168901.35942992204
1743,172410.65559396418
1744,261086.25207223577
1745,202869.11545843407
1746,192974.98501858063
1747,196727.17257375285
1748,205232.6823000071
1749,162569.35678463566
1750,140335.3606239367
1751,210996.66432685594
1752,124043.85909901455
1753,155176.9727761362
1754,194067.56208780082
1755,168504.34990876482
1756,123253.41571873425
1757,121802.74681286763
1758,150408.21203030832
1759,162874.6499094533
1760,164067.17124124526
1761,152097.97001752036
1762,171778.9303548477
1763,165675.60646595762
1764,122815.70343278693
1765,167014.128487838
1766,171870.20768884002
1767,199239.33327680166
1768,141846.53807575136
1769,164467.6749868135
1770,138680.9871629424
1771,133699.1222639654
1772,139084.96631901196
1773,138369.88380588728
1774,157080.3594848113
1775,133517.58481375524
1776,120005.80840852945
1777,113554.67467760306
1778,129407.53428510514
1779,123432.25054852178
1780,165654.7501319151
1781,133047.353232942
1782,106755.62959520507
1783,136613.0025417699
1784,107770.77612563805
1785,121318.33430150537
1786,152372.59593991807
1787,159917.91278399352
1788,81446.07977634226
1789,106201.18292227214
1790,101463.02779742774
1791,174792.94758908838
1792,147674.85819139454
1793,146555.8713215736
1794,134794.8628365154
1795,133599.64196984447
1796,127684.00173667134
1797,118693.31623911331
1798,128538.78954848717
1799,111212.37505124867
1800,129004.04295531132
1801,132496.79837387195
1802,135065.82849425887
1803,156099.52113822926
1804,141834.5658617414
1805,137296.685704383
1806,118301.48839766007
1807,136208.79583384917
1808,122532.07849814514
1809,121867.78198333962
1810,139439.0125679357
