Id,SalePrice
1461,120938.55202313574
1462,162399.69191973933
1463,184891.3516399102
1464,183333.76227862365
1465,201056.2683681256
1466,174619.4963182453
1467,175620.83333900318
1468,169661.2386470599
1469,178816.36962884892
1470,122299.69213673267
1471,199791.72872756515
1472,97206.90529472336
1473,97868.95262813765
1474,154708.07198764337
1475,112303.4232095674
1476,352560.98061690776
1477,249760.03210233926
1478,299254.7519159118
1479,302142.0608603664
1480,568147.2353650944
1481,315753.44483785896
1482,202249.21684565122
1483,175721.5553457782
1484,169559.2938540373
1485,175755.31572592273
1486,194080.4095433306
1487,322155.5005459448
1488,230417.27457045385
1489,200197.67804072192
1490,238251.12621733098
1491,195285.9154690896
1492,94747.63850204938
1493,173577.09750551978
1494,302956.7862318454
1495,290782.89263842476
1496,234292.41222799342
1497,180897.7747730962
1498,161689.83055841367
1499,154024.20796498656
1500,151322.16796758186
1501,174203.5646353121
1502,149919.4465349433
1503,270624.7865155593
1504,239220.86079291938
1505,228701.3099004325
1506,176405.0302898139
1507,261754.0343518657
1508,191422.78742406194
1509,162007.58765614478
1510,150190.5693994363
1511,151680.55567258093
1512,176617.2456187784
1513,145548.81851646857
1514,152230.05027896506
1515,208342.40455721802
1516,152064.45958957926
1517,155216.16540676024
1518,135325.48696623914
1519,221102.46576239233
1520,137229.80878394886
1521,138812.38335725176
1522,170861.54779040712
1523,115337.73142271755
1524,124067.65342036868
1525,124089.10715424923
1526,114051.90973305603
1527,106977.40411475587
1528,129130.67093030133
1529,148866.2495203128
1530,171144.7222891569
1531,108143.59014572346
1532,96826.36486810626
1533,144499.08546616582
1534,123970.16852596219
1535,148636.97869059912
1536,108527.85911790731
1537,66092.33576090081
1538,142281.98799697048
1539,191534.05038350215
1540,126422.51970926441
1541,137768.8117684132
1542,146778.1515727289
1543,196791.9081278289
1544,77438.26054727916
1545,100493.34947499662
1546,126306.27734007627
1547,138818.64860211857
1548,129980.90069956584
1549,118910.90386454981
1550,138715.50794684739
1551,111046.55488669549
1552,142249.3894096795
1553,135166.01585390218
1554,123427.26679415531
1555,173736.46605194284
1556,84536.35252947261
1557,107798.4986889242
1558,86933.743207153
1559,76192.82475199022
1560,134029.98839508413
1561,122640.88199847107
1562,131694.2850816493
1563,119879.30346380817
1564,162579.67836773535
1565,147761.13472748038
1566,246714.38776412938
1567,80612.27194814074
1568,241478.66132011186
1569,140400.36907925358
1570,141003.34467147395
1571,121637.49784691217
1572,144138.19040868655
1573,226741.9988076699
1574,110040.36095067539
1575,217411.8489228067
1576,248855.56380530927
1577,190928.40776213654
1578,141216.61441600858
1579,137622.9327055194
1580,188913.37380759578
1581,148296.6114655942
1582,130326.04572671527
1583,318787.88612517493
1584,225888.90859006558
1585,144982.26993281083
1586,76607.51030956888
1587,101202.60403605418
1588,144499.08546616582
1589,105244.25479277527
1590,134981.37940075542
1591,101784.0788525831
1592,127596.30284774926
1593,119633.94157320834
1594,123717.28208972861
1595,120053.1270854655
1596,230713.28839114125
1597,181175.1034900712
1598,185157.62741286142
1599,171576.73117719233
1600,168647.5572786271
1601,63793.715404474024
1602,118011.47866941152
1603,68514.29478283427
1604,276850.8600306675
1605,245216.95247465558
1606,169346.8283256793
1607,172376.17931518806
1608,216213.75187252692
1609,189360.016295285
1610,151322.16796758186
1611,142678.16393147773
1612,173475.33274332975
1613,166734.28920654737
1614,113736.67663990756
1615,87698.36602571647
1616,71156.37982413205
1617,86307.140889366
1618,124642.87988729794
1619,139097.92669794752
1620,160293.21698287458
1621,137423.10649599897
1622,142639.74458700986
1623,273966.80995411257
1624,220743.28394569436
1625,120337.23152287018
1626,167430.9096568917
1627,189236.86445356737
1628,272625.2166131063
1629,172274.54776530765
1630,395513.9648737888
1631,196361.84385485572
1632,243501.25929912386
1633,166458.97665876106
1634,181635.79953799737
1635,175788.62464769703
1636,168529.39162916486
1637,200022.96873974922
1638,190305.84498170498
1639,178984.73482457065
1640,259382.80986247052
1641,173361.8074320762
1642,240244.29295457932
1643,231446.36685982186
1644,229078.7296665597
1645,195827.03591955907
